"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG"
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-01",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-03",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-06",,,"0.20",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-07",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-11",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-15",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-05-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-17",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-18",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-21",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-24",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-25",,,"0.05",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-26",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-27",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-28",,,"0.41",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-29",,,"0.34",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-30",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-10-31",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-01",,,"0.28",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-02",,,"0.50",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-03",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-05",,,"0.66",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-07",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-12",,,"0.08",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-15",,,"1.73",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-17",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-18",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-19",,,"0.45",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-20",,,"1.40",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-21",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-22",,,"0.68",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-23",,,"0.91",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-24",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-25",,,"1.15",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-26",,,"1.66",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-27",,,"0.41",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-28",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-29",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-11-30",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-01",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-03",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-11",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-12",,,"0.55",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-13",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-14",,,"0.07",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-15",,,"0.14",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-17",,,"0.35",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-18",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-20",,,"1.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-21",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-24",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-25",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-26",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-27",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-29",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-30",,,"2.24",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2022-12-31",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-01",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-03",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-08",,,"1.26",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-11",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-12",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-15",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-17",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-18",,,"0.01",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-19",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-21",,,"0.18",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-22",,,"0.42",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-24",,,"0.06",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-25",,,"1.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-26",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-27",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-29",,,"0.25",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-30",,,"0.33",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-01-31",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-01",,,"0.13",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-02",,,"0.61",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-03",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-09",,,"0.57",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-11",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-15",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-17",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-18",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-19",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-21",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-22",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-23",,,"0.05",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-24",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-25",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-26",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-27",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-02-28",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-01",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-03",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-04",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-06",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-07",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-08",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-09",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-11",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-15",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-17",,,"1.49",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-18",,,"0.20",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-19",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-21",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-24",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-25",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-26",,,"0.01",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-27",,,"0.03",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-28",,,"0.40",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-29",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-30",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-03-31",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-01",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-02",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-03",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-04",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-05",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-06",,,"0.08",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-07",,,"0.98",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-08",,,"0.56",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-09",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-10",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-11",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-12",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-13",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-14",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-15",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-16",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-17",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-18",,,"0.00",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-19",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-20",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-21",,,"1.73",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-22",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-23",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-24",,,"0.50",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-25",,,"0.05",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-26",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-04-27",,,"0.72",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-09-28",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-09-29",,,"0.05",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-09-30",,,"0.20",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-10-01",,,"0.02",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-10-02",,,"0.00","0.0",,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-10-03",,,"0.49",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-10-04",,,"0.64",,,
"US1TXGV0061","GALVESTON 3.6 WSW, TX US","2023-10-05",,,"0.03",,,
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-01",,,"0.00","0.0","0.0","76"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-02",,,"0.02","0.0","0.0","56"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-03",,,"0.00","0.0","0.0","45"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-04",,,"0.00","0.0","0.0","55"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-05",,,"0.00","0.0","0.0","67"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-06",,,"0.00","0.0","0.0","69"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-07",,,"0.00","0.0","0.0","52"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-08",,,"0.05","0.0","0.0","67"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-09",,,"0.00","0.0","0.0","72"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-10",,,"0.00","0.0","0.0","60"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-11",,,"0.00","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-12",,,"0.00","0.0","0.0","58"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-13",,,"0.00","0.0","0.0","60"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-14",,,"0.00","0.0","0.0","61"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-15",,,"0.00","0.0","0.0","59"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-16",,,"0.00","0.0","0.0","47"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-17",,,"0.00","0.0","0.0","54"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-18",,,"0.00","0.0","0.0","63"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-19",,,"0.24","0.0","0.0","69"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-20",,,"0.27","0.0","0.0","55"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-21",,,"0.08","0.0","0.0","44"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-22",,,"0.00","0.0","0.0","44"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-23",,,"0.00","0.0","0.0","50"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-24",,,"0.61","0.0","0.0","55"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-25",,,"0.00","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-26",,,"0.00","0.0","0.0","51"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-27",,,"0.00","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-28",,,"0.00","0.0","0.0","54"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-29",,,"0.00","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-30",,,"0.00","0.0","0.0","58"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-01-31",,,"0.73","0.0","0.0","61"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-01",,,"0.27","0.0","0.0","63"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-02",,,"0.00","0.0","0.0","62"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-03",,,"0.26","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-04",,,"0.00","0.0","0.0","36"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-05",,,"0.00","0.0","0.0","40"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-06",,,"0.00","0.0","0.0","47"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-07",,,"0.00","0.0","0.0","55"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-08",,,"0.00","0.0","0.0","54"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-09",,,"0.00","0.0","0.0","55"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-10",,,"0.00","0.0","0.0","58"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-11",,,"0.00","0.0","0.0","60"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-12",,,"0.00","0.0","0.0","60"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-13",,,"0.00","0.0","0.0","49"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-14",,,"0.00","0.0","0.0","54"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-15",,,"0.04","0.0","0.0","61"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-16",,,"0.01","0.0","0.0","66"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-17",,,"0.03","0.0","0.0","70"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-18",,,"0.00","0.0","0.0","50"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-19",,,"0.00","0.0","0.0","55"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-20",,,"0.01","0.0","0.0","60"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-21",,,"0.00","0.0","0.0","67"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-22",,,"0.00","0.0","0.0","69"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-23",,,"0.01","0.0","0.0","64"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-24",,,"0.00","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-25",,,"0.04","0.0","0.0","47"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-26",,,"0.00","0.0","0.0","47"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-27",,,"0.01","0.0","0.0","49"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-02-28",,,"0.00","0.0","0.0","53"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-01",,,"0.00","0.0","0.0","56"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-02",,,"0.00","0.0","0.0","58"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-03",,,"0.00","0.0","0.0","64"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-04",,,"0.00","0.0","0.0","67"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-05",,,"0.00","0.0","0.0","70"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-06",,,"0.00","0.0","0.0","71"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-07",,,"0.00","0.0","0.0","66"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-08",,,"0.08","0.0","0.0","54"
"USW00012923","GALVESTON SCHOLES FIELD, TX US","2022-03-09",,,"0.00","0.0","0.0","51"
